ID,TIME,VALUE,AQI,POLLUTION
208,1970:03:03 00:33:52,0.0,43690,
208,1970:03:03 00:33:52,0.0,61166,
224,1970:03:03 01:46:24,0.0,43690,
208,1970:03:03 01:46:24,0.0,43690,
208,1970:03:03 01:46:24,0.0,43690,
208,1970:03:03 02:58:56,0.0,61166,
224,1970:03:03 02:58:56,0.0,43690,
208,1970:03:03 02:58:56,0.0,43690,
208,1970:03:03 04:11:28,0.0,61166,
224,1970:03:03 04:11:28,0.0,43690,
208,1970:03:03 04:11:28,0.0,43690,
208,1970:03:03 05:24:00,0.0,43690,
208,1970:03:03 05:24:00,0.0,43690,
208,1970:03:03 05:24:00,0.0,43690,
208,1970:03:03 06:36:32,0.0,43690,
208,1970:03:03 06:36:32,0.0,43690,
208,1970:03:03 06:36:32,0.0,43690,
208,1970:03:03 07:49:04,0.0,43690,
208,1970:03:03 07:49:04,0.0,61166,
224,1970:03:03 07:49:04,0.0,43690,
208,1970:03:03 09:01:36,0.0,43690,
208,1970:03:03 09:01:36,0.0,43690,
208,1970:03:03 09:01:36,0.0,61166,
224,1970:03:03 10:14:08,0.0,43690,
208,1970:03:03 10:14:08,0.0,61166,
224,1970:03:03 10:14:08,0.0,61166,
224,1970:03:03 17:33:36,0.0,43690,
208,1970:03:03 17:33:36,0.0,61166,
224,1970:03:03 17:33:36,0.0,43690,
208,1970:03:03 18:46:08,0.0,43690,
208,1970:03:03 18:46:08,0.0,43690,
208,1970:03:03 18:46:08,0.0,43690,
208,1970:03:03 19:58:40,0.0,43690,
208,1970:03:03 19:58:40,0.0,43690,
208,1970:03:03 19:58:40,0.0,43690,
208,1970:03:03 21:11:12,0.0,61166,
224,1970:03:03 21:11:12,0.0,43690,
208,1970:03:03 21:11:12,0.0,43690,
208,1970:03:03 22:23:44,0.0,43690,
208,1970:03:03 22:23:44,0.0,43690,
208,1970:03:03 22:23:44,0.0,43690,
208,1970:03:03 23:36:16,0.0,43690,
208,1970:03:03 23:36:16,0.0,61166,
224,1970:03:03 23:36:16,0.0,43690,
208,1970:03:04 00:48:48,0.0,43690,
208,1970:03:04 00:48:48,0.0,61166,
224,1970:03:04 00:48:48,0.0,43690,
208,1970:03:04 02:01:20,0.0,61166,
224,1970:03:04 02:01:20,0.0,43690,
208,1970:03:04 02:01:20,0.0,43690,
208,1970:03:04 03:13:52,0.0,61166,
224,1970:03:04 03:13:52,0.0,43690,
208,1970:03:04 03:13:52,0.0,43690,
208,1970:03:04 04:26:24,0.0,43690,
208,1970:03:04 04:26:24,0.0,61166,
224,1970:03:04 04:26:24,0.0,43690,
208,1970:03:04 11:45:52,0.0,61166,
224,1970:03:04 11:45:52,0.0,61166,
224,1970:03:04 11:45:52,0.0,43690,
208,1970:03:04 12:58:24,0.0,43690,
208,1970:03:04 12:58:24,0.0,43690,
208,1970:03:04 12:58:24,0.0,43690,
208,1970:03:04 14:10:56,0.0,43690,
208,1970:03:04 14:10:56,0.0,61166,
224,1970:03:04 14:10:56,0.0,43690,
208,1970:03:04 15:23:28,0.0,61166,
224,1970:03:04 15:23:28,0.0,43690,
208,1970:03:04 15:23:28,0.0,43690,
208,1970:03:15 02:37:36,0.0,43690,
208,1970:03:15 02:37:36,0.0,61166,
224,1970:03:15 02:37:36,0.0,43690,
208,1970:03:15 03:50:08,0.0,43690,
208,1970:03:15 03:50:08,0.0,43690,
208,1970:03:15 03:50:08,0.0,43690,
208,1970:03:15 05:02:40,0.0,61166,
224,1970:03:15 05:02:40,0.0,43690,
208,1970:03:15 05:02:40,0.0,43690,
208,1970:03:15 06:15:12,0.0,43690,
208,1970:03:15 06:15:12,0.0,43690,
208,1970:03:15 06:15:12,0.0,43690,
208,1970:03:15 07:27:44,0.0,43690,
208,1970:03:15 07:27:44,0.0,43690,
208,1970:03:15 07:27:44,0.0,43690,
208,1970:03:15 08:40:16,0.0,61166,
224,1970:03:15 08:40:16,0.0,61166,
224,1970:03:15 08:40:16,0.0,43690,
208,1970:03:15 09:52:48,0.0,43690,
208,1970:03:15 09:52:48,0.0,43690,
208,1970:03:15 09:52:48,0.0,43690,
208,1970:03:15 11:05:20,0.0,43690,
208,1970:03:15 11:05:20,0.0,43690,
208,1970:03:15 11:05:20,0.0,43690,
208,1970:03:15 12:17:52,0.0,43690,
208,1970:03:15 12:17:52,0.0,43690,
208,1970:03:15 12:17:52,0.0,61166,
224,1970:03:15 13:30:24,0.0,43690,
208,1970:03:15 13:30:24,0.0,43690,
208,1970:03:15 13:30:24,0.0,43690,
208,1970:03:15 20:49:52,0.0,43690,
208,1970:03:15 20:49:52,0.0,43690,
208,1970:03:15 20:49:52,0.0,43690,
208,1970:03:15 22:02:24,0.0,43690,
208,1970:03:15 22:02:24,0.0,43690,
208,1970:03:15 22:02:24,0.0,43690,
209,1979:10:09 08:42:25,8661556224.0,39321,
